M45 ['0.4554035906'],M45 ['0.4554035906'],M45 ['0.4554035906'],M45 ['0.4554035906'],M45 ['0.4554035906'],M45 ['0.4554035906'],M45 ['0.4554035906'],M45 ['0.4554035906'],M45 ['0.4554035906'],M45 ['0.4554035906'],M45 ['0.4554035906'],M45 ['0.4554035906'],M45 ['0.4554035906'],M45 ['0.4554035906'],M45 ['0.4554035906'],M45 ['0.4554035906'],M45 ['0.4554035906'],M45 ['0.4554035906'],"M43 ['0.5274385421,aver M40-M47=0.365207794']","M43 ['0.5274385421,aver M40-M47=0.365207794']","M43 ['0.5274385421,aver M40-M47=0.365207794']","M43 ['0.5274385421,aver M40-M47=0.365207794']","M43 ['0.5274385421,aver M40-M47=0.365207794']","M43 ['0.5274385421,aver M40-M47=0.365207794']","M43 ['0.5274385421,aver M40-M47=0.365207794']","M43 ['0.5274385421,aver M40-M47=0.365207794']","M43 ['0.5274385421,aver M40-M47=0.365207794']","M43 ['0.5274385421,aver M40-M47=0.365207794']","M43 ['0.5274385421,aver M40-M47=0.365207794']","M43 ['0.5274385421,aver M40-M47=0.365207794']","M43 ['0.5274385421,aver M40-M47=0.365207794']","M43 ['0.5274385421,aver M40-M47=0.365207794']","M43 ['0.5274385421,aver M40-M47=0.365207794']","M43 ['0.5274385421,aver M40-M47=0.365207794']","M43 ['0.5274385421,aver M40-M47=0.365207794']","M43 ['0.5274385421,aver M40-M47=0.365207794']",M40 ['0.3193212148'],M40 ['0.3193212148'],M40 ['0.3193212148'],M40 ['0.3193212148'],M40 ['0.3193212148'],M40 ['0.3193212148'],M40 ['0.3193212148'],M40 ['0.3193212148'],M40 ['0.3193212148'],M40 ['0.3193212148'],M40 ['0.3193212148'],M40 ['0.3193212148'],M40 ['0.3193212148'],M40 ['0.3193212148'],M40 ['0.3193212148'],M40 ['0.3193212148'],M40 ['0.3193212148'],M40 ['0.3193212148'],M46 ['0.1486785687'],M46 ['0.1486785687'],M46 ['0.1486785687'],M46 ['0.1486785687'],M46 ['0.1486785687'],M46 ['0.1486785687'],M46 ['0.1486785687'],M46 ['0.1486785687'],M46 ['0.1486785687'],M46 ['0.1486785687'],M46 ['0.1486785687'],M46 ['0.1486785687'],M46 ['0.1486785687'],M46 ['0.1486785687'],M46 ['0.1486785687'],M46 ['0.1486785687'],M46 ['0.1486785687'],M46 ['0.1486785687'],M44 ['0.301252185'],M44 ['0.301252185'],M44 ['0.301252185'],M44 ['0.301252185'],M44 ['0.301252185'],M44 ['0.301252185'],M44 ['0.301252185'],M44 ['0.301252185'],M44 ['0.301252185'],M44 ['0.301252185'],M44 ['0.301252185'],M44 ['0.301252185'],M44 ['0.301252185'],M44 ['0.301252185'],M44 ['0.301252185'],M44 ['0.301252185'],M44 ['0.301252185'],M44 ['0.301252185'],M41 ['0.5752768485'],M41 ['0.5752768485'],M41 ['0.5752768485'],M41 ['0.5752768485'],M41 ['0.5752768485'],M41 ['0.5752768485'],M41 ['0.5752768485'],M41 ['0.5752768485'],M41 ['0.5752768485'],M41 ['0.5752768485'],M41 ['0.5752768485'],M41 ['0.5752768485'],M41 ['0.5752768485'],M41 ['0.5752768485'],M41 ['0.5752768485'],M41 ['0.5752768485'],M41 ['0.5752768485'],M41 ['0.5752768485'],M47 ['0.377128386'],M47 ['0.377128386'],M47 ['0.377128386'],M47 ['0.377128386'],M47 ['0.377128386'],M47 ['0.377128386'],M47 ['0.377128386'],M47 ['0.377128386'],M47 ['0.377128386'],M47 ['0.377128386'],M47 ['0.377128386'],M47 ['0.377128386'],M47 ['0.377128386'],M47 ['0.377128386'],M47 ['0.377128386'],M47 ['0.377128386'],M47 ['0.377128386'],M47 ['0.377128386'],M42 ['0.2171630181'],M42 ['0.2171630181'],M42 ['0.2171630181'],M42 ['0.2171630181'],M42 ['0.2171630181'],M42 ['0.2171630181'],M42 ['0.2171630181'],M42 ['0.2171630181'],M42 ['0.2171630181'],M42 ['0.2171630181'],M42 ['0.2171630181'],M42 ['0.2171630181'],M42 ['0.2171630181'],M42 ['0.2171630181'],M42 ['0.2171630181'],M42 ['0.2171630181'],M42 ['0.2171630181'],M42 ['0.2171630181']
0.0543546,0.0498619,0.0678601,0.0421259,0.0620957,0.0386896,0.0514623,0.0614948,0.0763915,0.06724,0.0357495,0.0724467,0.0522139,0.075039,0.0486876,0.0521662,0.0580702,0.109256,0.101012,0.0704512,0.0795399,0.0534442,0.0736901,0.0803642,0.0971527,0.0980328,0.0840928,0.10011,0.0869347,0.074773,0.0656496,0.0708768,0.0905872,0.0629599,0.0732637,0.0809799,0.0674812,0.0596847,0.0369784,0.0798353,0.0388259,0.0500829,0.0587738,0.0509988,0.0679264,0.0864961,0.068057,0.053417,0.0745743,0.0469986,0.0524114,0.0489546,0.106102,0.0409635,0.0608285,0.0750675,0.0606004,0.0690145,0.0679563,0.104131,0.0868539,0.0726513,0.0650149,0.104861,0.0597909,0.0703573,0.0752219,0.0688957,0.0668292,0.0639815,0.0822668,0.0787395,0.0393984,0.0570604,0.0428134,0.0280781,0.0451121,0.0437404,0.0428941,0.0791813,0.0915055,0.0438591,0.0665182,0.07706,0.0533833,0.0545907,0.0399036,0.0273117,0.0594947,0.0696576,0.0780428,0.094594,0.0764278,0.10686,0.106593,0.102085,0.104809,0.0921458,0.0773416,0.0933868,0.0750992,0.0938663,0.117891,0.0951421,0.0709304,0.092649,0.0610293,0.10281,0.0757905,0.0731812,0.130947,0.0911639,0.119181,0.0833226,0.0744532,0.13716,0.0800673,0.12379,0.0922889,0.0861682,0.103622,0.10077,0.0640306,0.0906626,0.0935227,0.0954224,0.0932816,0.0926434,0.0974972,0.0961221,0.0820918,0.0958912,0.0745507,0.0994947,0.0876387,0.110526,0.104331,0.10939,0.088609,0.0885296,0.10523,0.0980156,0.115986,0.0749913
0.0983909,0.104024,0.0951907,0.0801589,0.105271,0.0911861,0.0923281,0.0808955,0.0877944,0.0800055,0.0967078,0.13924,0.087728,0.105938,0.0614316,0.107119,0.104379,0.134571,0.10221,0.0840207,0.0943745,0.0838815,0.080607,0.0955852,0.107126,0.0863978,0.106563,0.0889978,0.0895364,0.0841314,0.0860973,0.0782927,0.105147,0.0877199,0.0872826,0.102822,0.0851353,0.0804796,0.0432546,0.0815815,0.0438794,0.05766,0.0774524,0.0679167,0.0692164,0.110222,0.0633029,0.060301,0.0902003,0.0514405,0.0541621,0.0585577,0.117625,0.0537172,0.071074,0.0957662,0.0660004,0.0769793,0.0750569,0.12184,0.0974364,0.0889475,0.0996742,0.12566,0.10942,0.0976451,0.0818109,0.0947668,0.0705842,0.074708,0.0936803,0.0813321,0.0588723,0.104091,0.0674877,0.0489725,0.0732018,0.0717578,0.0708434,0.112233,0.119058,0.066385,0.0672692,0.103816,0.0765046,0.0828005,0.0891703,0.0647025,0.0924378,0.0884895,0.105698,0.112703,0.0897642,0.148937,0.107521,0.113592,0.118412,0.101132,0.0832879,0.0904932,0.0929945,0.0906829,0.109655,0.114204,0.102036,0.101384,0.0885368,0.103032,0.117959,0.102057,0.157313,0.108005,0.142911,0.112145,0.0992172,0.170086,0.0939828,0.132136,0.125642,0.124314,0.126089,0.118808,0.0906512,0.120581,0.117309,0.125246,0.103071,0.101122,0.106609,0.100821,0.0969501,0.115574,0.103913,0.105353,0.109243,0.133083,0.0964357,0.132046,0.111567,0.10687,0.101093,0.117406,0.124755,0.10015
0.13626,0.158422,0.12576,0.129909,0.137089,0.139292,0.129285,0.136242,0.132517,0.137359,0.124315,0.167227,0.138857,0.146349,0.10619,0.121137,0.143111,0.184472,0.172278,0.151805,0.164031,0.15325,0.15726,0.161594,0.176212,0.170443,0.167919,0.144993,0.160143,0.142983,0.16475,0.160397,0.175757,0.166219,0.156337,0.169702,0.11135,0.121549,0.0785965,0.0891958,0.0802349,0.0875361,0.126887,0.0879583,0.0863424,0.131266,0.113074,0.106925,0.0996054,0.102412,0.0799117,0.102908,0.148219,0.0902925,0.0901509,0.123788,0.0959782,0.0977334,0.11538,0.146759,0.115296,0.150005,0.123642,0.151948,0.134943,0.106366,0.107324,0.122833,0.0964271,0.0889727,0.136474,0.132431,0.0751616,0.148195,0.0888127,0.0997443,0.0993776,0.0891258,0.0986543,0.119072,0.149732,0.0724482,0.110511,0.175436,0.120504,0.107238,0.136759,0.0868798,0.136583,0.123829,0.134082,0.136223,0.113912,0.156898,0.142021,0.146604,0.148797,0.141157,0.118589,0.114642,0.117491,0.1267,0.150582,0.132047,0.122312,0.126721,0.108917,0.13774,0.123538,0.153929,0.186192,0.139835,0.169851,0.121712,0.121454,0.186972,0.109431,0.135652,0.137053,0.163857,0.142204,0.141332,0.101972,0.138089,0.125905,0.139799,0.165921,0.178813,0.174652,0.166783,0.163574,0.175728,0.160642,0.16425,0.168159,0.195225,0.170523,0.192547,0.176576,0.161558,0.15296,0.181904,0.191594,0.15898
0.204061,0.221839,0.186138,0.201748,0.196331,0.193482,0.189874,0.198347,0.177118,0.217049,0.193024,0.224449,0.192006,0.195536,0.154037,0.182581,0.213312,0.251731,0.241788,0.198699,0.229548,0.19729,0.198558,0.202393,0.235486,0.22184,0.230125,0.193032,0.218589,0.213891,0.206133,0.207461,0.225235,0.214905,0.212864,0.225363,0.164184,0.147441,0.0956884,0.105914,0.0964132,0.11861,0.15724,0.110704,0.109016,0.170027,0.13953,0.134542,0.123471,0.115388,0.0865511,0.160008,0.162009,0.0898441,0.149937,0.171144,0.136922,0.147785,0.19647,0.196592,0.198824,0.232139,0.176241,0.241012,0.190918,0.161125,0.155048,0.198471,0.14079,0.131586,0.204504,0.189195,0.113923,0.220795,0.128827,0.107443,0.130195,0.14162,0.145212,0.16392,0.200565,0.122758,0.146633,0.220975,0.183626,0.153767,0.194201,0.125063,0.209775,0.172472,0.178128,0.213639,0.186496,0.208488,0.194037,0.217783,0.220972,0.197914,0.186168,0.182752,0.192226,0.202566,0.198422,0.200553,0.18259,0.191339,0.179533,0.213858,0.16622,0.189059,0.251941,0.222315,0.235954,0.176944,0.166148,0.259707,0.129299,0.16133,0.169167,0.216998,0.200382,0.182736,0.139041,0.186719,0.157804,0.185582,0.208027,0.197192,0.224858,0.227105,0.229554,0.207743,0.211116,0.223912,0.2074,0.231038,0.226301,0.24468,0.201195,0.213126,0.222515,0.228326,0.199398,0.209
0.235031,0.246794,0.209779,0.217368,0.226795,0.222542,0.215832,0.237875,0.186494,0.237496,0.230098,0.274255,0.201984,0.215592,0.179441,0.211344,0.26434,0.279378,0.276674,0.252447,0.290831,0.266228,0.26363,0.271971,0.283109,0.273785,0.289969,0.231701,0.274645,0.273263,0.264364,0.264763,0.284687,0.274719,0.277097,0.276561,0.201306,0.191631,0.129316,0.139141,0.125825,0.141355,0.186744,0.147962,0.136801,0.202705,0.163752,0.150639,0.12549,0.145664,0.12282,0.181348,0.215005,0.145518,0.198669,0.231582,0.194498,0.170856,0.236223,0.23921,0.245028,0.288031,0.20874,0.297538,0.235065,0.207929,0.209744,0.258122,0.181693,0.170298,0.270037,0.236283,0.132116,0.261675,0.157974,0.154953,0.164437,0.182982,0.179321,0.176474,0.238605,0.12627,0.178591,0.272524,0.218621,0.19845,0.24423,0.161902,0.257235,0.187062,0.242852,0.260769,0.232652,0.265995,0.267161,0.272141,0.266819,0.260377,0.254665,0.252334,0.238857,0.232834,0.254722,0.255226,0.235856,0.252225,0.247218,0.259684,0.23054,0.240874,0.285702,0.274544,0.266154,0.218187,0.194461,0.303681,0.196554,0.185783,0.198457,0.266975,0.238052,0.208061,0.185562,0.237992,0.21655,0.231872,0.265972,0.246227,0.254067,0.263204,0.258106,0.264143,0.257899,0.273913,0.272096,0.27112,0.253992,0.284818,0.261467,0.261223,0.26868,0.272238,0.238085,0.254916
0.296389,0.318068,0.261859,0.299322,0.283434,0.303204,0.292815,0.303596,0.252924,0.311773,0.300127,0.338983,0.264463,0.254262,0.228997,0.260758,0.315506,0.341948,0.349786,0.346587,0.365683,0.359141,0.359513,0.352655,0.386943,0.358524,0.375372,0.28905,0.36653,0.354003,0.351402,0.352843,0.376456,0.351281,0.340765,0.363358,0.251568,0.258064,0.166364,0.189981,0.160529,0.175966,0.234009,0.174787,0.14811,0.240865,0.20843,0.201868,0.180979,0.163287,0.147599,0.237084,0.256235,0.180666,0.242682,0.269098,0.221739,0.215752,0.312426,0.293345,0.304085,0.339303,0.243306,0.357646,0.292566,0.231739,0.238116,0.315954,0.204471,0.197333,0.323114,0.319542,0.189827,0.357325,0.218148,0.18853,0.219411,0.247861,0.262753,0.235542,0.317321,0.184507,0.23891,0.347898,0.290797,0.286058,0.302014,0.217405,0.345149,0.268362,0.306689,0.327503,0.305321,0.30876,0.316831,0.351386,0.351249,0.329272,0.321558,0.317732,0.312642,0.317531,0.324725,0.32148,0.308744,0.317909,0.300365,0.329392,0.288064,0.334387,0.363454,0.361423,0.357132,0.290573,0.259582,0.416063,0.224483,0.252392,0.257115,0.365615,0.315834,0.278422,0.230229,0.3145,0.266359,0.320766,0.346571,0.315256,0.338459,0.359845,0.348123,0.347438,0.334468,0.355873,0.344413,0.35892,0.342973,0.375639,0.342636,0.311175,0.345541,0.336158,0.312069,0.35072
0.336775,0.353198,0.296456,0.331266,0.323155,0.331359,0.322008,0.35631,0.257171,0.346671,0.335501,0.372065,0.282935,0.277671,0.245771,0.294372,0.34696,0.38549,0.446863,0.411998,0.443295,0.426812,0.413194,0.412771,0.447015,0.43465,0.450753,0.343349,0.429409,0.423954,0.41936,0.417462,0.452912,0.428603,0.427392,0.443864,0.27427,0.285039,0.155947,0.18996,0.165392,0.195119,0.263522,0.182687,0.164414,0.267063,0.22533,0.217663,0.186661,0.197708,0.141208,0.266774,0.284245,0.189201,0.268953,0.326908,0.264229,0.255499,0.382208,0.331069,0.354179,0.395763,0.296317,0.405196,0.356209,0.289278,0.263077,0.377914,0.252898,0.23862,0.361447,0.381797,0.195118,0.390603,0.240022,0.200345,0.237676,0.269213,0.285454,0.252006,0.366788,0.200394,0.257447,0.409704,0.326865,0.304569,0.347294,0.214591,0.384144,0.274057,0.354955,0.361305,0.342411,0.369504,0.356266,0.375875,0.401689,0.361996,0.353093,0.347299,0.353328,0.346384,0.370674,0.361849,0.353956,0.362058,0.331644,0.375548,0.28859,0.383181,0.392792,0.4028,0.391814,0.304581,0.266584,0.425545,0.251574,0.245655,0.278661,0.378737,0.356717,0.315374,0.238558,0.348869,0.289939,0.328774,0.400569,0.350354,0.40042,0.39596,0.392724,0.400638,0.403323,0.401695,0.39917,0.400499,0.399452,0.439227,0.387693,0.368832,0.411826,0.394826,0.353741,0.396923
0.386409,0.38763,0.318608,0.3792,0.378226,0.393813,0.356959,0.373722,0.297339,0.377853,0.391111,0.421634,0.324639,0.313027,0.278628,0.326607,0.385133,0.427967,0.467447,0.448354,0.470439,0.45053,0.442656,0.442644,0.466145,0.444173,0.471853,0.358476,0.467189,0.444961,0.450001,0.439135,0.486792,0.454997,0.445461,0.464986,0.321303,0.306333,0.178582,0.213484,0.166891,0.215763,0.306727,0.199069,0.181599,0.291415,0.243579,0.240398,0.202872,0.225926,0.170547,0.302631,0.312942,0.198668,0.310925,0.340657,0.281997,0.273496,0.415482,0.388066,0.391834,0.445131,0.337725,0.459453,0.390201,0.313893,0.293183,0.415202,0.269813,0.259026,0.399827,0.416863,0.231429,0.424064,0.273194,0.232197,0.265225,0.304407,0.320383,0.27539,0.402466,0.224598,0.295727,0.43117,0.368403,0.327563,0.393788,0.257585,0.427224,0.309472,0.361416,0.389823,0.365007,0.377445,0.368895,0.393812,0.419373,0.37017,0.362431,0.381959,0.373697,0.354546,0.384661,0.388928,0.367196,0.367533,0.363718,0.388537,0.334548,0.404393,0.42609,0.421888,0.43549,0.325062,0.302477,0.469745,0.274837,0.276569,0.287067,0.415783,0.369251,0.332934,0.267801,0.377816,0.312503,0.345384,0.436478,0.40729,0.442375,0.457039,0.445248,0.442367,0.445339,0.441859,0.446351,0.460432,0.450224,0.464475,0.437515,0.404167,0.43977,0.452639,0.38192,0.434083
0.38834,0.399892,0.326781,0.386108,0.380766,0.375728,0.355258,0.388747,0.313131,0.386311,0.390502,0.424195,0.322023,0.309426,0.289244,0.335245,0.397359,0.417391,0.481712,0.438387,0.483856,0.440007,0.451447,0.45272,0.485329,0.466448,0.477529,0.364966,0.47023,0.472778,0.445369,0.452996,0.478573,0.457821,0.457472,0.465463,0.313665,0.307105,0.196619,0.195441,0.179907,0.212538,0.285079,0.207766,0.178272,0.292027,0.259658,0.237905,0.202117,0.22676,0.169083,0.306339,0.312012,0.212017,0.306387,0.354668,0.283463,0.271565,0.402039,0.376362,0.386255,0.428363,0.337837,0.452363,0.395705,0.310502,0.30472,0.412183,0.260594,0.251907,0.416646,0.406257,0.221025,0.426252,0.266714,0.23965,0.262775,0.30107,0.312219,0.286674,0.411404,0.21448,0.290769,0.450721,0.363942,0.332601,0.401669,0.24293,0.416586,0.309386,0.395109,0.407184,0.386101,0.408278,0.398915,0.422517,0.432918,0.39622,0.388897,0.396316,0.397298,0.393871,0.420263,0.408561,0.401292,0.397736,0.39785,0.415033,0.332879,0.408636,0.420659,0.433414,0.43481,0.323154,0.293076,0.468943,0.273877,0.266758,0.295778,0.414001,0.365947,0.340066,0.265448,0.374591,0.311204,0.355721,0.422647,0.365747,0.426325,0.429921,0.405865,0.421922,0.417337,0.428057,0.401938,0.430626,0.418057,0.452369,0.424243,0.392884,0.417272,0.418967,0.35569,0.425504
0.318558,0.3336,0.266765,0.325623,0.322388,0.33152,0.312112,0.336395,0.259078,0.335282,0.335043,0.358227,0.278351,0.272663,0.233113,0.294332,0.333371,0.360144,0.40802,0.37668,0.407603,0.380861,0.383372,0.40195,0.408781,0.398646,0.406024,0.313002,0.405329,0.388463,0.383525,0.385604,0.424569,0.386422,0.388782,0.405285,0.283494,0.280311,0.18521,0.194084,0.158395,0.200228,0.264537,0.186714,0.187205,0.26918,0.23171,0.215306,0.181495,0.204362,0.157137,0.271547,0.288139,0.188424,0.261647,0.325743,0.251497,0.249826,0.367123,0.352863,0.372396,0.400104,0.307732,0.404052,0.376391,0.28177,0.273831,0.371599,0.255642,0.220764,0.37744,0.367263,0.199165,0.378703,0.24307,0.212397,0.243274,0.274202,0.282748,0.256427,0.366346,0.193703,0.258582,0.403583,0.314692,0.298708,0.342779,0.216548,0.368463,0.283401,0.359945,0.37083,0.350531,0.386752,0.371622,0.380145,0.397239,0.355499,0.346601,0.360784,0.357765,0.34683,0.381594,0.361412,0.358493,0.350032,0.343187,0.384617,0.277123,0.344447,0.375481,0.370046,0.39048,0.266812,0.263469,0.407046,0.227159,0.245291,0.262227,0.359301,0.316307,0.288367,0.222621,0.32516,0.258203,0.299142,0.38723,0.327166,0.392213,0.393872,0.385624,0.391676,0.394897,0.398073,0.367027,0.395715,0.369991,0.411765,0.382944,0.352923,0.372396,0.384274,0.331592,0.378916
0.25306,0.273599,0.218136,0.254926,0.243531,0.252369,0.24239,0.250432,0.216556,0.259575,0.262511,0.280111,0.210251,0.227118,0.195913,0.213108,0.269672,0.2962,0.327804,0.293569,0.319297,0.300302,0.302063,0.325218,0.335924,0.327588,0.330667,0.270306,0.32557,0.310294,0.311345,0.304263,0.330034,0.334664,0.310457,0.328981,0.229111,0.242222,0.14298,0.174901,0.140348,0.150468,0.231643,0.15868,0.145098,0.222805,0.194499,0.184191,0.163831,0.162115,0.140207,0.212966,0.265335,0.164569,0.204408,0.244311,0.189213,0.175178,0.28614,0.296884,0.269802,0.300635,0.22703,0.321072,0.268654,0.21869,0.1985,0.27638,0.192984,0.171422,0.269428,0.278797,0.143164,0.303446,0.179453,0.16325,0.187502,0.208062,0.214341,0.210253,0.299497,0.151583,0.189815,0.301626,0.247992,0.229798,0.27294,0.174315,0.294124,0.226316,0.294688,0.308189,0.277731,0.320658,0.289841,0.307124,0.324388,0.294617,0.294138,0.2995,0.283996,0.287772,0.299688,0.292257,0.291013,0.297072,0.283437,0.302744,0.234246,0.290033,0.327219,0.305127,0.33311,0.226948,0.226398,0.336284,0.199706,0.229807,0.21801,0.294712,0.264615,0.241165,0.188507,0.267197,0.226208,0.256758,0.308181,0.266059,0.313886,0.308464,0.300091,0.300657,0.294187,0.304834,0.294747,0.322707,0.315211,0.324175,0.301713,0.279577,0.294981,0.298383,0.266261,0.301816
0.186609,0.192685,0.175816,0.17945,0.195065,0.180825,0.182998,0.185199,0.168685,0.187229,0.193575,0.218038,0.160014,0.174901,0.135429,0.179297,0.193546,0.233528,0.220989,0.188356,0.203055,0.186301,0.201586,0.219862,0.211001,0.204747,0.21319,0.175629,0.211451,0.191949,0.203671,0.193937,0.213737,0.196255,0.188796,0.20448,0.167394,0.170495,0.117794,0.141331,0.110095,0.118705,0.1743,0.128065,0.123355,0.182369,0.141032,0.141253,0.142324,0.133608,0.118541,0.155252,0.19623,0.11385,0.137779,0.172793,0.13954,0.150727,0.184143,0.218278,0.190504,0.213932,0.163384,0.221144,0.192027,0.158043,0.14739,0.192695,0.153627,0.129938,0.1894,0.192144,0.123888,0.193025,0.123133,0.115746,0.134051,0.155824,0.149144,0.15585,0.234778,0.120189,0.147563,0.225576,0.165704,0.163752,0.183117,0.136638,0.207608,0.168955,0.1785,0.185742,0.187376,0.213722,0.194179,0.203178,0.215163,0.187714,0.175221,0.191172,0.188045,0.173993,0.202875,0.192815,0.185525,0.202516,0.176273,0.205057,0.166299,0.192668,0.231628,0.213465,0.24354,0.17426,0.15998,0.259003,0.145354,0.168615,0.148536,0.21109,0.183312,0.176179,0.137385,0.173756,0.169027,0.18447,0.206206,0.205372,0.218756,0.214788,0.203751,0.217437,0.200042,0.213425,0.21962,0.222931,0.213917,0.229522,0.201124,0.193731,0.2098,0.21165,0.203321,0.207285
0.115194,0.118274,0.119716,0.107134,0.122758,0.0954092,0.106809,0.108797,0.109236,0.107703,0.10677,0.1474,0.0952005,0.135771,0.0786595,0.0926718,0.11646,0.158583,0.129371,0.100193,0.12391,0.105966,0.10068,0.117285,0.124143,0.119485,0.135474,0.129297,0.127578,0.107913,0.117824,0.106339,0.134053,0.114527,0.103611,0.114329,0.124694,0.106915,0.0676368,0.101066,0.0745545,0.0730308,0.114644,0.100079,0.0936654,0.128197,0.110098,0.111847,0.117595,0.0863951,0.0870029,0.0976737,0.141583,0.0772973,0.0957936,0.11789,0.101633,0.0959615,0.124722,0.153622,0.128909,0.148471,0.100174,0.16565,0.127886,0.0936413,0.106911,0.121796,0.0899127,0.0976828,0.117559,0.110744,0.0559551,0.0903964,0.0549677,0.0580449,0.0621393,0.0580298,0.0666721,0.102321,0.1236,0.0495383,0.0748082,0.113375,0.0892845,0.0861262,0.0844673,0.0587791,0.0972344,0.091428,0.107403,0.117751,0.0891619,0.143148,0.121932,0.133061,0.14301,0.109357,0.0994221,0.10174,0.0938107,0.115117,0.125834,0.124043,0.11024,0.122263,0.103009,0.136084,0.106034,0.120638,0.17191,0.129376,0.15658,0.116614,0.10341,0.170694,0.100742,0.133687,0.116622,0.13616,0.130784,0.117856,0.091697,0.125468,0.119916,0.119028,0.116791,0.117468,0.116995,0.127382,0.110329,0.106873,0.119788,0.119386,0.11221,0.135873,0.103524,0.142789,0.112858,0.113555,0.116388,0.127474,0.140304,0.113334
0.0777339,0.0932479,0.0928698,0.0812438,0.0894408,0.0758493,0.0801985,0.0850857,0.0895576,0.0966275,0.0814137,0.105899,0.0786819,0.0981196,0.0645556,0.0649783,0.0868527,0.121761,0.0946394,0.0687159,0.089339,0.0761224,0.0875187,0.100612,0.109603,0.102964,0.10616,0.0946131,0.0805563,0.0807218,0.0759199,0.0718911,0.102298,0.0926328,0.0920492,0.0987171,0.0885006,0.0748564,0.0564806,0.0784224,0.0817778,0.0675559,0.0868534,0.0761675,0.0871935,0.10325,0.0820109,0.0769739,0.0885138,0.0552441,0.0630779,0.0710099,0.114332,0.0606102,0.0467289,0.0796256,0.0617399,0.0607645,0.0687601,0.113297,0.0770564,0.0883394,0.0784897,0.117926,0.074463,0.0767326,0.071521,0.0695498,0.0582358,0.0658555,0.070001,0.0774905,0.048386,0.0885407,0.0554304,0.0588945,0.0600545,0.0673011,0.0606242,0.0923846,0.107258,0.0588993,0.0718346,0.106635,0.0724341,0.0669369,0.0868013,0.0560415,0.0823657,0.0850743,0.0919141,0.0820937,0.0779072,0.125249,0.101458,0.117688,0.114147,0.0970017,0.09503,0.0871379,0.0840324,0.092776,0.108211,0.0934199,0.0767052,0.0922024,0.0654319,0.101869,0.0863804,0.0862439,0.132299,0.094328,0.128328,0.0788815,0.072411,0.147062,0.0708406,0.110434,0.0945292,0.111006,0.0878832,0.0908705,0.0828817,0.085228,0.0923617,0.110064,0.0895437,0.0886492,0.0849729,0.0865548,0.0690624,0.082337,0.0856006,0.0921041,0.0886212,0.0990566,0.0790665,0.107389,0.088192,0.0908638,0.0756588,0.090608,0.0961919,0.0842536
0.0653218,0.0806861,0.0789073,0.0814794,0.0724131,0.0801542,0.0757244,0.0668887,0.0825497,0.0783364,0.0661428,0.103237,0.0810688,0.100169,0.0522349,0.0920749,0.0792645,0.120641,0.0985315,0.0622236,0.085868,0.0824104,0.0707413,0.0906975,0.0991588,0.0953413,0.087181,0.101794,0.0873121,0.0759719,0.0913818,0.0768511,0.0956104,0.0855415,0.0897774,0.0947054,0.0688392,0.0698466,0.0416571,0.0631971,0.047055,0.043997,0.0710476,0.0666067,0.0817634,0.0931093,0.0689205,0.0639616,0.0872555,0.0622759,0.0528462,0.0535397,0.102215,0.0538258,0.0529205,0.059425,0.0649517,0.0584312,0.0614158,0.0888159,0.0679081,0.0770808,0.0769609,0.095665,0.0724952,0.0532965,0.0559148,0.0606134,0.0429273,0.0358251,0.05948,0.0657357,0.0578043,0.0790147,0.0499,0.0602245,0.071267,0.0613941,0.0569631,0.0900303,0.103601,0.0482315,0.0618551,0.0953712,0.0738962,0.0696932,0.0730356,0.054265,0.0780748,0.0707888,0.0774802,0.0932081,0.0729107,0.0997041,0.0859229,0.09915,0.113666,0.0727534,0.0758739,0.068966,0.0775817,0.0836853,0.100611,0.0960865,0.0693285,0.0920295,0.0710256,0.0838176,0.0664211,0.0945423,0.142592,0.0898874,0.129306,0.092498,0.0785546,0.146861,0.0762184,0.123212,0.111326,0.113033,0.0990084,0.116,0.0785422,0.0861979,0.0932133,0.105551,0.0539532,0.0892912,0.0696584,0.0742607,0.0538148,0.0649314,0.0682716,0.0641967,0.0627428,0.0853575,0.0587189,0.0947083,0.0613255,0.063778,0.0657853,0.0645486,0.0856959,0.0492945
